stop_id,stop_lat,stop_lon,stop_name
26490,12.83498,77.71896,Singena Agrahara Cross
35995,13.04057,77.54434,GGP6
36070,12.97746,77.57407,KBS Dummy
36222,12.95369,77.59218,SNBS1
24140,12.85446,77.60949,Beguru Nice Road Junction
22587,12.89257,77.55945,Sharadanagara
34288,13.21702,77.65078,Pujanahalli Gate
39485,13.10062,77.55391,Mahatma Gandhi Layout
20811,12.99729,77.56047,Harishchandra Ghat
39664,12.83965,77.62842,Sri Kote Thimmaraya Temple Bettadasanapura
35086,12.97994,77.60981,Commercial Street
37246,13.04117,77.59008,HBLB Dummy
32117,13.12583,77.41671,Bommashettyhalli Cross
35996,13.03267,77.54074,GGP1
32022,12.75736,77.76180,Bhakthipura Cross
36223,12.90841,77.53647,Poornaprajnalayout NEW Bus Stand
35378,12.99521,77.59203,Ganesha Temple Vasanthanagara
37981,12.90255,77.70900,Belenus Hospital Near Carmelram Gate
34369,12.82087,77.71873,Ramasagara
35842,12.93039,77.25513,Kannamangala
36071,12.97555,77.57464,KBS Dummy1
29079,12.99451,77.32037,Mummenahalli
32329,13.07216,77.49942,Chimni Hills
37853,13.10366,77.44395,HNS
27019,12.84346,77.64425,Thogur Cross
22105,12.78206,77.77197,Jigala Cross
38220,13.00524,77.68506,ITI1
38224,13.00520,77.68498,ITI4
30233,13.30722,77.73069,Bullahalli
22386,12.89515,77.55510,Pipeline ISRO Layout
35997,13.03346,77.54088,GGP2
36072,12.97746,77.57411,KBS Connector
37247,13.08373,77.56061,VRP1
36224,12.93964,77.91132,Cloride Metal
36325,12.97671,77.72593,WTTMC
35077,12.72772,77.48694,Kaggalahalli
21128,12.99848,77.58203,RM Guttahalli
35074,12.91552,77.58575,Marenahalli
38219,12.83656,77.67389,Veerasandra Shikaripalya
36280,12.96582,77.59739,CS-Richmond Circle
23528,13.05711,77.59323,Kodigehalli Gate
35965,12.90122,77.41071,Srinivasa Saligrama
37982,12.98916,77.72667,Prestige Shantiniketana /Manipal Hospital
34805,12.82729,77.61090,Chinnaiahnapalya 1
39576,13.17415,77.74394,Kaggalahalli Gate
38221,13.00593,77.68629,ITI1
27823,12.89159,77.56034,Ragi Machine
37855,13.00064,77.61604,MSQRD
37983,12.98872,77.72844,Prestige Shantiniketana /Manipal Hospital
31488,13.09537,77.91735,Thornahalli Devastana
25249,12.86846,77.61615,Fullinfaws College Yelenahalli
38222,13.00647,77.68418,ITI2
38229,12.91252,77.54017,CS-Arehalli Taja Cake
23973,12.71125,77.69931,Chowdareddy Circle
37248,13.08392,77.56031,VRP2
36324,12.97752,77.57406,KBS Dummy
39239,12.97090,77.60477,SJC
38050,12.97987,77.75168,Coffee Day Hope Farm
39665,12.86113,77.70550,Sri Madduramma Temple Huskuru
22172,13.02590,77.61991,Kadugondanahalli Railway Gate
37856,12.91230,77.65178,CPWDQ
36074,13.17562,77.39596,UDCKH
38227,13.06200,77.71588,CS-Bidarahalli
38051,13.14258,77.48301,WHRGT2
37249,13.09797,77.39415,NLM1
22334,12.94190,77.55322,Nagendra Block
33971,12.99448,77.32013,Mummenahalli
38223,13.00537,77.68486,ITI3
25107,12.84741,77.69086,Doddamma Temple
39162,12.69747,77.47784,HRHL
39577,12.89156,77.60817,Cafe Coffee Day (Vijaya Bank Layout)
26724,12.79946,77.31889,Sugganahalli
21725,12.98525,77.64246,Bayyappanahalli Cross
34614,13.22891,77.62850,Singarahalli Cross
26633,12.89926,77.48761,Sridhara Gudda
20915,13.00404,77.66315,Kasthurinagara
33710,13.04892,77.56750,Lottegollahalli
37857,13.06691,77.50253,SGHSPTL
35125,13.02337,77.58405,Gangenahalli
38193,12.99663,77.62051,COXT
38052,13.16261,77.61100,WBRH1
24635,12.83344,77.60959,Chinnayyanapalya Cross
35998,12.91789,77.57322,BSK
36284,12.99098,77.64658,BYP
36075,13.17581,77.39893,UDCHK
39542,12.91535,77.53825,AGSWPT
32338,12.85266,77.71179,Chinthala Madivala
31508,13.23901,77.65698,Uganawadi
39163,12.69768,77.47802,KNKRD
38194,12.99065,77.61668,HSPL
39246,13.00147,77.68430,BMTC Central Work Shop-2 KR Puram
31862,13.01131,77.64604,Banaswadi Fire Station
38053,13.16302,77.61002,WBHTR1
37251,13.09832,77.39379,NLM Way Point
36285,12.98287,77.59712,CS-Corner Of Queens Road
35305,12.83451,77.69732,Sampige Nagara
37252,12.98749,77.49262,Herohalli Cross
39666,12.83600,77.72565,Sri Varadharajaswamy Chowdeshwari Narayanaghatta
26264,13.04518,77.54791,Jalahalli Village
34942,12.74362,77.37748,Uragahalli Bidadi
26277,12.98880,77.49952,Janapriya Apartment
36329,12.98561,77.54935,DBG
32868,12.75411,77.75597,Harohalli
20650,12.94184,77.50601,BUC Ladies Hostel
36000,12.91742,77.57361,BSK2
38195,12.99065,77.61668,HSPL
39543,12.91610,77.53988,AGS13C
36328,13.10129,77.48083,Tharabanahalli
37985,12.98013,77.70890,CS-Seetharampalya Metro Station
37859,13.21867,77.70045,DDS
38054,13.16301,77.61012,CBTH1
31951,13.10207,77.63351,Bellahalli Cross
36001,12.91418,77.48683,KGR
25340,13.14336,77.58862,Gantaganahalli
36287,12.99157,77.64341,BYP
36330,12.98566,77.54947,DBG
32340,13.12052,77.81861,Chokkahalli Factory Gate
37253,13.01042,77.52474,LGRNBS
37860,13.21878,77.70004,DDS
32874,12.75407,77.75601,Harohalli
36230,13.08506,77.73169,D47
31523,13.12358,77.77325,Vabasandra Gate
38055,13.16294,77.61040,WBHT2
21805,12.99370,77.59689,Cantonment Railway Station
38196,12.99139,77.61509,HSPL
33245,12.80645,77.50319,Kaggalipura Colony
33270,12.77103,77.62727,Kallubalu Cross
36288,12.99200,77.64349,BYP
37254,13.01028,77.52532,LGRNBS2
32348,12.87066,77.72120,Chokkasandra
31822,12.74075,77.48076,Vaderahalli
36002,12.91370,77.48629,KGR1
23361,12.85928,77.56996,KRB Indian Oil Petrol Bunk Kembathalli
36078,13.09767,77.38513,NMGKNGLC
32897,12.80873,77.70889,Heelalige Cross
38056,12.99741,77.64197,SVRTS1
39164,12.72768,77.48697,KGLI
36231,12.86047,77.73498,CS-Head Start School Kommasandra
36390,13.00054,77.52472,Chowdeshwarinagara
36332,13.22224,77.33722,Doddabele Tumakur Road
30424,12.95708,77.49539,Jnana Jyothi Nagara 2nd Phase
34739,13.06186,77.58724,Suvarna Karnataka Bus Stand
32349,12.87355,77.73402,Chokkasandra Cross
35696,13.23219,77.65601,Uganawadi Cross
37255,13.01054,77.52486,LGRNBS1
30296,12.74876,77.42431,Byramangala
36003,12.91410,77.48704,KGR2
36079,12.87779,77.59543,Hulimavu Gate Dummy
36232,12.92847,77.55678,CS-Channammanakere Achukattu
23549,12.77412,77.49242,Nelagulli Cross
39544,12.91770,77.54165,AGS14CRS
38057,12.99778,77.64206,VRPA
39667,12.78893,77.73570,Sri Sushil Daham Jain Temple Guddatti Gate
34932,13.06114,77.67258,Vaderahalli Avalahalli
30299,12.80181,77.39781,Byramangala Cross
37989,13.13364,77.72209,The Light House International Academy
36290,12.92890,77.91897,Thalakunte
37990,13.13359,77.72208,CS-The Light House International Academy
25349,12.86832,77.70359,Gattahalli
35075,12.80472,77.66291,Yarandahalli
35359,12.92596,77.62026,Kendriya Sadana Koramangala
36333,13.18847,77.35810,Jakkanahalli Cross
30276,12.97049,77.38862,Bychakuppe
30292,13.17957,77.61997,Bynahalli Chikkajala
30313,12.98148,77.66565,Byrasandra
36004,12.91359,77.48662,KGR3
37256,13.01046,77.52526,LGRNBS2
36080,12.95510,77.58006,PK Circle Dummy
36233,13.01807,77.55713,YTTMC
32653,12.86831,77.70361,Gattahalli
24660,13.18320,77.88681,Chokkasandra Gate
38058,12.96375,77.58394,Bengaluru
34843,12.89535,77.71297,Kodathi Wipro
36291,12.92896,77.91930,Talakunte
22258,13.13225,77.70593,Maralakunte
36081,12.95522,77.58010,PKC Dummy
24669,13.10983,77.52810,Choudappa Layout
36334,13.18848,77.35814,Jakkanahalli Cross
20609,12.99209,77.50467,Aralimara Sunkadakatte
22270,13.00955,77.64413,Maruthi School
39668,12.89442,77.82454,Sri Bhoo Varaha Swamy Temple Mugalur
38670,12.80254,77.50880,Kaggalipura Junction
36234,13.24698,77.71744,Depot-50 Devanahalli
36005,12.91397,77.48714,KGR9
28911,12.75043,77.74778,Mayasandra Gate
37258,13.03063,77.85234,GVPC
25355,12.84115,77.46999,Gaviyanapalya
33465,13.08032,77.51561,Kere Guddadahalli
37992,13.03881,77.64470,Vaddarapalya (Anugraha Meadows)
30303,13.15387,77.33824,Byranahalli Cross
30305,13.19938,77.37682,Byranayakanahalli
36082,12.95526,77.58011,PKC Dummy 2
30337,12.93433,77.44829,Byrohalli Gate
32930,12.94840,77.22533,Hombalammanapete
23971,12.71119,77.69949,Chowdareddy Circle
36293,13.08484,77.59945,CS-Shubha Ultima Club House
34923,12.88242,77.77587,Valagere Kallahalli
24621,12.72257,77.65589,Chinnaiahnapalya
36335,13.20340,77.36466,Lakkappanhalli
36292,12.94285,77.94126,Rampura
33888,12.75039,77.74776,Mayasandra Gate
32358,12.75911,77.69019,Chowdeshwari Temple
36336,13.20353,77.36476,Lakkappanahalli
37863,12.90709,77.41804,RMH
25366,12.91834,77.69757,Gear School
37993,13.03893,77.64472,CS-Vaddarapalya (Anugraha Meadows)
34149,12.94226,77.22140,Nethenalli
36235,13.24701,77.71697,D50
36083,13.15992,77.57791,Nagadasanahalli
38130,12.90602,77.74656,CS-Heggondanahalli
37259,13.03036,77.85588,GVP1
22543,12.78930,77.52234,Tharalu
21564,12.94762,77.59124,Mallige Hospital
37308,13.02609,77.58522,CBI BENGALURU
39669,12.91849,77.73681,Sri Shaneshwara Swamy Temple Gunjuru
32041,12.91904,77.50901,BHEL Layout Water Tank
37864,13.07511,77.36513,SPC
25367,13.03085,77.57753,Geddalahalli
36008,12.91357,77.48695,KGR8
36084,12.98689,77.58004,SVDSTR Dummy
36236,13.24715,77.71646,D50
38059,13.26905,77.69398,SOMN
37994,13.02553,77.66747,FAZ FARMS
36337,13.21491,77.36514,Vadakunte
24270,13.03272,77.55408,Chowdeshwarinagara JP Park
36294,13.08458,77.59914,Shubha Ultima Club House
20786,13.03080,77.57750,Geddalahalli
37865,13.07511,77.36482,SPC
36237,13.29640,77.68022,Muddanayakanahalli
37995,13.02555,77.66744,CS-FAZ FARMS
34418,13.26712,77.49765,RH Farm
22529,12.93589,77.57384,Tata Silk Farm
38060,13.26945,77.69409,SDHM
36085,12.98642,77.57970,SVSTR2
22478,12.92347,77.57353,Shastri Bakery
20757,13.04700,77.56904,Devinagara Cross
32189,13.24803,77.52086,Byrasandra Aralumallige
35532,12.91246,77.53700,AGS Layout Arehalli
38061,13.27011,77.69442,SGHOP
37996,13.36842,77.72579,Nandi Cross
26471,13.04994,77.59846,Sindhi High School Kuvempu Road
29533,13.09723,77.39774,Anjaneya Temple Nelamangala
36238,13.29644,77.68025,Muddanayakanahalli
20758,13.04689,77.56920,Devinagara Cross
36086,13.18430,77.51857,KLKWP
36339,13.00873,77.56932,CS-Malleshwara Sai Hot Chips
36296,12.98769,77.51926,CS-Summanahalli
36297,13.00957,77.48280,CS-Andhrahalli Govt School
36239,13.30982,77.68272,Sonnenahalli
37867,12.93596,77.51278,Jnanabharathi Metro Station
37311,12.87803,77.51657,CKGP
29801,13.07156,77.72081,Bayyappanahalli
36340,13.13151,77.61551,CS-Indian Airforce Yelahanka
37262,13.03071,77.85709,GVP4
39165,12.72765,77.48705,KGLH
29809,12.97211,77.51293,BDA Complex Cross Nagarabhavi
39189,12.88666,77.45118,RMHCRS
21133,13.03784,77.57427,RMS Sanjayanagara
36087,13.18409,77.51916,KKLC1
38062,13.23604,77.67014,T Hosahalli
25644,12.79200,77.52986,Guttepalya
37312,12.88055,77.51653,CKP
28370,12.73952,77.73455,Shobha Apartment
32145,13.18600,77.54023,Budumanahalli Cross
38000,13.39551,77.72662,BGS College Chikkaballapura
22477,12.92363,77.57367,Shastri Bakery
